state,state_abbv,county,city,zip,Mean,median_household_income
Kentucky,KY,Adair County,Barbourville,40906,34901,26859
Kentucky,KY,Adair County,Barbourville,40906,38073,300000
Kentucky,KY,Adair County,Lexington,40517,46893,39065
Kentucky,KY,Adair County,Hodgenville,42748,38633,33300
Kentucky,KY,Adair County,East Bernstadt,40729,51997,37586
Kentucky,KY,Adair County,London,40741,41539,29138
Kentucky,KY,Adair County,London,40741,44151,39041
Kentucky,KY,Adair County,Keavy,40737,46857,40094
Kentucky,KY,Adair County,Blaine,41124,54632,17419
Kentucky,KY,Adair County,Beattyville,41311,34528,29776
Kentucky,KY,Adair County,Hyden,41749,38338,24252
Kentucky,KY,Adair County,Jenkins,41537,27539,13743
Kentucky,KY,Adair County,Whitesburg,41858,45563,29609
Kentucky,KY,Adair County,Lexington,40503,71908,63705
Kentucky,KY,Adair County,Blackey,41804,21435,16430
Kentucky,KY,Adair County,Tollesboro,41189,39372,29231
Kentucky,KY,Adair County,Junction City,40440,35080,26784
Kentucky,KY,Adair County,Waynesburg,40489,39382,24020
Kentucky,KY,Adair County,Smithland,42081,50097,41971
Kentucky,KY,Adair County,Russellville,42276,51428,43565
Kentucky,KY,Adair County,Russellville,42276,33194,32641
Kentucky,KY,Adair County,Eddyville,42038,0,0
Kentucky,KY,Adair County,Paducah,42003,38213,30554
Kentucky,KY,Adair County,Paducah,42003,27121,26357
Kentucky,KY,Adair County,Prestonsburg,41653,46734,25384
Kentucky,KY,Adair County,Paducah,42003,90568,67546
Kentucky,KY,Adair County,Paducah,42001,73872,55480
Kentucky,KY,Adair County,West Paducah,42086,69711,65178
Kentucky,KY,Adair County,Whitley City,42653,23267,14894
Kentucky,KY,Adair County,Livermore,42352,62821,47070
Kentucky,KY,Adair County,Richmond,40475,56352,55769
Kentucky,KY,Adair County,Richmond,40475,32499,300000
Kentucky,KY,Adair County,Richmond,40475,102654,93331
Kentucky,KY,Adair County,Waco,40385,55177,33949
Kentucky,KY,Adair County,Berea,40403,33116,28933
Kentucky,KY,Adair County,Frankfort,40601,65907,51797
Kentucky,KY,Adair County,Salyersville,41465,33055,26276
Kentucky,KY,Adair County,Lebanon,40033,40198,23589
Kentucky,KY,Adair County,Lebanon,40033,52306,43342
Kentucky,KY,Adair County,Calvert City,42029,56747,54819
Kentucky,KY,Adair County,Benton,42025,31804,30220
Kentucky,KY,Adair County,Inez,41224,25101,18979
Kentucky,KY,Adair County,Maysville,41056,40252,26180
Kentucky,KY,Adair County,Maysville,41056,70134,41190
Kentucky,KY,Adair County,Ekron,40117,75341,65183
Kentucky,KY,Adair County,Payneville,40157,60841,48532
Kentucky,KY,Adair County,Frankfort,40601,35652,28713
Kentucky,KY,Adair County,Harrodsburg,40330,62987,52265
Kentucky,KY,Adair County,Harrodsburg,40330,45052,30098
Kentucky,KY,Adair County,Edmonton,42129,44173,34459
Kentucky,KY,Adair County,Tompkinsville,42167,30936,20079
Kentucky,KY,Adair County,Mt Sterling,40353,44989,26143
Kentucky,KY,Adair County,Mt Sterling,40353,47550,39489
Kentucky,KY,Adair County,West Liberty,41472,46171,27660
Kentucky,KY,Adair County,Bremen,42325,63673,59039
Kentucky,KY,Adair County,Greenville,42345,38626,37544
Kentucky,KY,Adair County,Greenville,42345,44500,43078
Kentucky,KY,Adair County,Dry Ridge,41035,56962,45562
Kentucky,KY,Adair County,Bardstown,40004,44761,33351
Kentucky,KY,Adair County,Boston,40107,66866,60816
Kentucky,KY,Adair County,Carlisle,40311,56798,46380
Kentucky,KY,Adair County,Hartford,42347,37168,19353
Kentucky,KY,Adair County,Centertown,42328,50530,39912
Kentucky,KY,Adair County,Crestwood,40014,106522,300000
Kentucky,KY,Adair County,Crestwood,40014,101453,105725
Kentucky,KY,Adair County,Crestwood,40014,118789,112315
Kentucky,KY,Adair County,Owenton,40359,59430,47965
Kentucky,KY,Adair County,Booneville,41314,30704,23603
Kentucky,KY,Adair County,Symsonia,42082,59289,48179
Kentucky,KY,Adair County,Falmouth,41040,46946,31459
Kentucky,KY,Adair County,Middlesboro,40965,27974,19295
Kentucky,KY,Adair County,Avawam,41713,46215,32305
Kentucky,KY,Adair County,Viper,41774,37572,20910
Kentucky,KY,Adair County,Pikeville,41501,57181,42727
Kentucky,KY,Adair County,Pikeville,41501,48117,33193
Kentucky,KY,Adair County,Dorton,41520,38246,24189
Kentucky,KY,Adair County,Pikeville,41501,30364,18761
Kentucky,KY,Adair County,Williamson,25661,64900,50183
Kentucky,KY,Adair County,Majestic,41547,28466,23783
Kentucky,KY,Adair County,Stanton,40380,36339,32669
Kentucky,KY,Adair County,Greensburg,42743,41434,28975
Kentucky,KY,Adair County,Somerset,42503,59108,24821
Kentucky,KY,Adair County,Nancy,42544,51364,32341
Kentucky,KY,Adair County,Somerset,42503,46601,33760
Kentucky,KY,Adair County,Burnside,42519,28318,17479
Kentucky,KY,Adair County,Burnside,42519,40852,22182
Kentucky,KY,Adair County,Brodhead,40409,32168,17843
Kentucky,KY,Adair County,Morehead,40351,78653,62003
Kentucky,KY,Adair County,Clearfield,40313,45499,43518
Kentucky,KY,Adair County,Russell Springs,42642,46807,32796
Kentucky,KY,Adair County,Georgetown,40324,40772,31185
Kentucky,KY,Adair County,South Shore,41175,40742,28291
Kentucky,KY,Adair County,Georgetown,40324,75430,74085
Kentucky,KY,Adair County,Georgetown,40324,70213,46601
Kentucky,KY,Adair County,Georgetown,40324,110525,300000
Kentucky,KY,Adair County,Pleasureville,40057,77018,66718
Kentucky,KY,Adair County,Shelbyville,40065,36298,26717
Kentucky,KY,Adair County,Simpsonville,40067,134599,300000
Kentucky,KY,Adair County,Franklin,42134,54481,47254
Kentucky,KY,Adair County,Taylorsville,40071,84607,74476
Kentucky,KY,Adair County,Campbellsville,42718,44581,38523
Kentucky,KY,Adair County,Campbellsville,42718,65870,44784
Kentucky,KY,Adair County,Radcliff,40160,36999,30392
Kentucky,KY,Adair County,Elkton,42220,58789,52535
Kentucky,KY,Adair County,Cadiz,42211,43462,30186
Kentucky,KY,Adair County,Milton,40045,58454,52763
Kentucky,KY,Adair County,Morganfield,42437,79402,59960
Kentucky,KY,Adair County,Bowling Green,42101,22191,13728
Kentucky,KY,Adair County,Bowling Green,42101,38458,34153
Kentucky,KY,Adair County,Bowling Green,42103,98919,91192
Kentucky,KY,Adair County,Bowling Green,42101,31361,22022
Kentucky,KY,Adair County,Bowling Green,42101,60230,48719
Kentucky,KY,Adair County,Alvaton,42122,81386,64723
Kentucky,KY,Adair County,Elizabethtown,42701,62987,50351
Kentucky,KY,Adair County,Bowling Green,42101,50194,41618
Kentucky,KY,Adair County,Bowling Green,42104,76451,71997
Kentucky,KY,Adair County,Monticello,42633,52660,46225
Kentucky,KY,Adair County,Monticello,42633,26354,16610
Kentucky,KY,Adair County,Sebree,42455,48122,46110
Kentucky,KY,Adair County,Corbin,40701,47545,30979
Kentucky,KY,Adair County,Corbin,40701,54310,36141
Kentucky,KY,Adair County,Williamsburg,40769,27360,25582
Kentucky,KY,Adair County,Hazel Green,41332,35425,27574
Kentucky,KY,Adair County,Versailles,40383,38751,35828
Kentucky,KY,Adair County,Evarts,40828,52962,42691
Kentucky,KY,Adair County,Midway,40347,60456,53851
Kentucky,KY,Adair County,Cynthiana,41031,50523,36804
Kentucky,KY,Adair County,Henderson,42420,34676,26854
Kentucky,KY,Adair County,New Castle,40050,53191,47781
Kentucky,KY,Adair County,Madisonville,42431,37818,28543
Kentucky,KY,Adair County,Louisville,40212,32807,25601
Kentucky,KY,Adair County,Florence,41042,82323,72333
Kentucky,KY,Adair County,Louisville,40211,41740,27646
Kentucky,KY,Adair County,Louisville,40292,12301,8914
Kentucky,KY,Adair County,Louisville,40215,49369,39910
Kentucky,KY,Adair County,Louisville,40203,33061,23444
Kentucky,KY,Adair County,Louisville,40207,140370,127985
Kentucky,KY,Adair County,Louisville,40204,77993,59118
Kentucky,KY,Adair County,Louisville,40205,60947,47620
Kentucky,KY,Adair County,Louisville,40222,92666,79639
Kentucky,KY,Adair County,Louisville,40241,121651,300000
Kentucky,KY,Adair County,Louisville,40223,102129,82322
Kentucky,KY,Adair County,Burlington,41005,86455,80851
Kentucky,KY,Adair County,Louisville,40218,63591,55193
Kentucky,KY,Adair County,Louisville,40299,72899,58968
Kentucky,KY,Adair County,Louisville,40228,65193,58015
Kentucky,KY,Adair County,Louisville,40291,84417,77010
Kentucky,KY,Adair County,Louisville,40229,70047,63710
Kentucky,KY,Adair County,Fairdale,40118,48446,41162
Kentucky,KY,Adair County,Louisville,40216,64800,55721
Kentucky,KY,Adair County,Louisville,40216,52300,44783
Kentucky,KY,Adair County,Louisville,40213,0,0
Kentucky,KY,Adair County,Wittensville,41274,44624,34257
Kentucky,KY,Adair County,Paris,40361,65558,51676
Kentucky,KY,Adair County,Covington,41014,59506,43330
Kentucky,KY,Adair County,Morning View,41063,63652,54800
Kentucky,KY,Adair County,Fort Mitchell,41017,77513,54505
Kentucky,KY,Adair County,Elsmere,41018,53070,46113
Kentucky,KY,Adair County,Topmost,41862,38717,26035
Kentucky,KY,Adair County,New Haven,40051,50366,43548
Kentucky,KY,Adair County,London,40744,52522,39639
Kentucky,KY,Adair County,Blaine,41124,41106,34009
Kentucky,KY,Adair County,Littcarr,41834,33792,17987
Kentucky,KY,Adair County,Junction City,40440,48147,39768
Kentucky,KY,Adair County,Ashland,41102,49810,35190
Kentucky,KY,Adair County,Russellville,42276,47529,39268
Kentucky,KY,Adair County,Paducah,42001,50931,35760
Kentucky,KY,Adair County,Paducah,42001,68972,46193
Kentucky,KY,Adair County,Richmond,40475,67820,58947
Kentucky,KY,Adair County,Berea,40403,64579,50378
Kentucky,KY,Adair County,Salyersville,41465,44081,32539
Kentucky,KY,Adair County,Calvert City,42029,55233,49992
Kentucky,KY,Adair County,Maysville,41056,51115,31568
Kentucky,KY,Adair County,Ft Knox,40121,32499,300000
Kentucky,KY,Adair County,Edmonton,42129,40377,30372
Kentucky,KY,Adair County,Danville,40422,71372,55520
Kentucky,KY,Adair County,Mt Sterling,40353,44645,32730
Kentucky,KY,Adair County,Scottsville,42164,58175,47555
Kentucky,KY,Adair County,Greenville,42345,48656,42082
Kentucky,KY,Adair County,Bardstown,40004,60920,54563
Kentucky,KY,Adair County,Beaver Dam,42320,45807,38878
Kentucky,KY,Adair County,Crestwood,40014,109619,108105
Kentucky,KY,Adair County,Booneville,41314,41346,21089
Kentucky,KY,Adair County,Viper,41774,45102,32499
Kentucky,KY,Adair County,Dorton,41520,39581,28051
Kentucky,KY,Adair County,Fedscreek,41524,37703,24668
Kentucky,KY,Adair County,Somerset,42503,39223,30125
Kentucky,KY,Adair County,Booneville,41314,37459,25784
Kentucky,KY,Adair County,Brodhead,40409,37903,27375
Louisiana,LA,Ouachita Parish,Calhoun,71225,67574,43529
Louisiana,LA,Avoyelles Parish,Effie,71331,32097,31433
Louisiana,LA,Lincoln Parish,Choudrant,71227,67106,53051
Louisiana,LA,St. James Parish,St. James,70086,67004,45256
Louisiana,LA,Lafourche Parish,Cut Off,70345,64855,53934
Louisiana,LA,St. Charles Parish,Des Allemands,70030,80007,51357
Louisiana,LA,Lincoln Parish,Dubach,71235,36368,22811
Louisiana,LA,Acadia Parish,Egan,70531,45900,300000
Louisiana,LA,Acadia Parish,Estherwood,70534,61237,45219
Louisiana,LA,St. Tammany Parish,Folsom,70437,49818,42353
Louisiana,LA,De Soto Parish,Stonewall,71078,54275,300000
Louisiana,LA,Rapides Parish,Glenmora,71433,36799,27941
Louisiana,LA,St. James Parish,Paulina,70763,85140,69993
Louisiana,LA,Red River Parish,Coushatta,71019,51678,47578
Louisiana,LA,Avoyelles Parish,Bunkie,71322,50304,28320
Louisiana,LA,Acadia Parish,Iota,70543,53518,36596
Louisiana,LA,Catahoula Parish,Jonesville,71343,37960,22547
Louisiana,LA,Livingston Parish,Springfield,70462,62001,51240
Louisiana,LA,Lafourche Parish,Thibodaux,70310,81154,74032
Louisiana,LA,Vernon Parish,Leesville,71446,46430,37674
Louisiana,LA,De Soto Parish,Logansport,71049,41558,27138
Louisiana,LA,Evangeline Parish,Mamou,70554,28099,19638
Louisiana,LA,Red River Parish,Coushatta,71019,74197,64604
Louisiana,LA,LaSalle Parish,Jena,71342,33431,23242
Louisiana,LA,St. Charles Parish,Norco,70079,87957,74972
Louisiana,LA,Bienville Parish,Gibsland,71028,57408,29979
Louisiana,LA,St. Charles Parish,Destrehan,70047,47023,34449
Louisiana,LA,Allen Parish,Oberlin,70655,50739,35411
Louisiana,LA,St. Martin Parish,Parks,70582,48660,36611
Louisiana,LA,Iberville Parish,Plaquemine,70764,56501,43118
Louisiana,LA,Plaquemines Parish,Port Sulphur,70083,38721,32179
Louisiana,LA,Lafourche Parish,Raceland,70394,56506,41548
Louisiana,LA,Bienville Parish,Ringgold,71068,27488,16732
Louisiana,LA,Lincoln Parish,Ruston,70270,42841,28084
Louisiana,LA,Terrebonne Parish,Schriever,70395,58896,47871
Louisiana,LA,Vernon Parish,Simpson,71474,87551,300000
Louisiana,LA,Union Parish,Spearsville,71277,45073,38723
Louisiana,LA,Calcasieu Parish,Sulphur,70663,59185,47114
Louisiana,LA,Tangipahoa Parish,Natalbany,70451,50109,40961
Louisiana,LA,Pointe Coupee Parish,New Roads,70760,62667,55130
Louisiana,LA,Livingston Parish,Walker,70785,65189,61302
Louisiana,LA,Ouachita Parish,West Monroe,71291,43696,32324
Louisiana,LA,East Baton Rouge Parish,Zachary,70791,80825,73236
Louisiana,LA,Tangipahoa Parish,Amite,70422,59469,48715
Louisiana,LA,Jefferson Parish,Avondale,70094,40873,29898
Louisiana,LA,East Baton Rouge Parish,Baton Rouge,70806,56178,39487
Louisiana,LA,St. Mary Parish,Morgan City,70380,54574,40407
Louisiana,LA,Washington Parish,Bogalusa,70427,34266,22330
Louisiana,LA,Jefferson Parish,Bridge City,70094,42668,31080
Louisiana,LA,Acadia Parish,Pearl River,70452,47399,30819
Louisiana,LA,Acadia Parish,Slidell,70458,62853,54611
Louisiana,LA,Acadia Parish,Mandeville,70448,141605,136747
Louisiana,LA,Acadia Parish,Kentwood,70444,58505,43190
Louisiana,LA,Acadia Parish,Hammond,70401,46574,32879
Louisiana,LA,Acadia Parish,Schriever,70395,59573,48869
Louisiana,LA,Acadia Parish,Houma,70363,49016,42529
Louisiana,LA,Acadia Parish,Gray,70359,102598,98970
Louisiana,LA,Acadia Parish,Kaplan,70548,46076,25940
Louisiana,LA,Acadia Parish,Shreveport,71109,32874,21509
Louisiana,LA,Acadia Parish,Abbeville,70510,0,0
Louisiana,LA,Acadia Parish,Fort Polk,71459,55040,51008
Louisiana,LA,Acadia Parish,Bogalusa,70427,40319,26941
Louisiana,LA,Acadia Parish,Minden,71058,26560,16927
Louisiana,LA,Acadia Parish,Oak Grove,71263,52036,34966
Louisiana,LA,Acadia Parish,Church Point,70525,40132,300000
Louisiana,LA,Acadia Parish,Iota,70543,63318,45017
Louisiana,LA,Acadia Parish,Rayne,70578,39247,22580
Louisiana,LA,Acadia Parish,Crowley,70526,54360,46838
Louisiana,LA,Acadia Parish,Crowley,70526,23578,21967
Louisiana,LA,Acadia Parish,Shreveport,71118,46600,33429
Louisiana,LA,Acadia Parish,Oakdale,71463,49556,300000
Louisiana,LA,Acadia Parish,Oberlin,70655,67756,53844
Louisiana,LA,Acadia Parish,St. Amant,70774,70588,63187
Louisiana,LA,Acadia Parish,Gonzales,70737,78981,70061
Louisiana,LA,Acadia Parish,Gonzales,70737,50424,300000
Louisiana,LA,Acadia Parish,Donaldsonville,70346,34825,27487
Louisiana,LA,Acadia Parish,Pierre Part,70339,73405,70344
Louisiana,LA,Acadia Parish,Labadieville,70372,45945,26222
Louisiana,LA,Acadia Parish,Marksville,71351,40309,32434
Louisiana,LA,Acadia Parish,Mansura,71350,47730,29898
Louisiana,LA,Acadia Parish,Shreveport,71129,65350,53589
Louisiana,LA,Acadia Parish,Cottonport,71327,50913,30173
Louisiana,LA,Acadia Parish,Deridder,70634,58620,48017
Louisiana,LA,Acadia Parish,Deridder,70634,52191,43152
Louisiana,LA,Acadia Parish,Arcadia,71001,19998,13636
Louisiana,LA,Acadia Parish,Castor,71016,52979,58737
Louisiana,LA,Acadia Parish,Bossier City,71111,97915,300000
Louisiana,LA,Acadia Parish,Bossier City,71112,34208,31065
Louisiana,LA,Acadia Parish,Bossier City,71112,41810,43016
Louisiana,LA,Acadia Parish,Elm Grove,71051,74591,63300
Louisiana,LA,Acadia Parish,Haughton,71037,57090,41916
Louisiana,LA,Acadia Parish,Vivian,71082,49486,32605
Louisiana,LA,Acadia Parish,Bossier City,71111,67425,300000
Louisiana,LA,Acadia Parish,Plain Dealing,71064,45101,44796
Louisiana,LA,Acadia Parish,Shreveport,71101,21418,18708
Louisiana,LA,Acadia Parish,Shreveport,71104,47341,38100
Louisiana,LA,Acadia Parish,Shreveport,71104,83807,300000
Louisiana,LA,Acadia Parish,Shreveport,71103,39766,28262
Louisiana,LA,Acadia Parish,Shreveport,71109,31023,19244
Louisiana,LA,Acadia Parish,Shreveport,71108,38876,29062
Louisiana,LA,Acadia Parish,Shreveport,71105,94251,84667
Louisiana,LA,Acadia Parish,Shreveport,71106,105167,79257
Louisiana,LA,Acadia Parish,Lake Charles,70601,72797,50839
Louisiana,LA,Acadia Parish,Shreveport,71108,29436,24367
Louisiana,LA,Acadia Parish,Shreveport,71106,36107,33658
Louisiana,LA,Acadia Parish,Shreveport,71105,57979,300000
Louisiana,LA,Acadia Parish,Elm Grove,71051,138973,131910
Louisiana,LA,Acadia Parish,Shreveport,71118,51276,29117
Louisiana,LA,Acadia Parish,Shreveport,71118,53676,30872
Louisiana,LA,Acadia Parish,Shreveport,71129,79362,64839
Louisiana,LA,Acadia Parish,Shreveport,71129,38353,41344
Louisiana,LA,Acadia Parish,Shreveport,71107,49328,36733
Louisiana,LA,Acadia Parish,Shreveport,71107,34403,27176
Louisiana,LA,Acadia Parish,Lake Charles,70601,37094,25948
Louisiana,LA,Acadia Parish,Vivian,71082,41232,30342
Louisiana,LA,Acadia Parish,Shreveport,71107,64255,59326
Louisiana,LA,Acadia Parish,Lake Charles,70601,30489,24107
Louisiana,LA,Acadia Parish,Lake Charles,70601,28083,23662
Louisiana,LA,Acadia Parish,Lake Charles,70601,53517,41809
Louisiana,LA,Acadia Parish,Lake Charles,70607,35664,19858
Louisiana,LA,Acadia Parish,Lake Charles,70601,39619,28185
Louisiana,LA,Acadia Parish,Lake Charles,70601,44747,28860
Louisiana,LA,Acadia Parish,Lake Charles,70605,80890,52763
Louisiana,LA,Acadia Parish,Iowa,70647,58618,300000
Louisiana,LA,Acadia Parish,Lake Charles,70611,90931,80983
Louisiana,LA,Acadia Parish,Lake Charles,70611,78251,63365
Louisiana,LA,Acadia Parish,Dequincy,70633,58040,65963
Louisiana,LA,Acadia Parish,Sulphur,70663,55473,41228
Louisiana,LA,Acadia Parish,Sulphur,70663,74728,49477
Louisiana,LA,Acadia Parish,Sulphur,70665,55311,37725
Louisiana,LA,Acadia Parish,Lake Charles,70615,0,0
Louisiana,LA,Acadia Parish,Grayson,71435,51762,34847
Louisiana,LA,Acadia Parish,Harrisonburg,71340,57747,29891
Louisiana,LA,Acadia Parish,Summerfield,71079,71774,58722
Louisiana,LA,Acadia Parish,Homer,71040,77337,300000
Louisiana,LA,Acadia Parish,Sulphur,70663,61366,44140
Louisiana,LA,Acadia Parish,Ferriday,71334,27334,16336
Louisiana,LA,Acadia Parish,Monterey,71354,53512,28415
Louisiana,LA,Acadia Parish,Mansfield,71052,62711,40467
Louisiana,LA,Acadia Parish,Mansfield,71052,17823,10244
Louisiana,LA,Acadia Parish,Baton Rouge,70805,40358,34295
Louisiana,LA,Acadia Parish,Baton Rouge,70805,33886,30550
Louisiana,LA,Acadia Parish,Baton Rouge,70805,38957,25055
Louisiana,LA,Acadia Parish,Baton Rouge,70802,34646,26938
Louisiana,LA,Acadia Parish,Baton Rouge,70898,94927,69625
Louisiana,LA,Acadia Parish,Baton Rouge,70806,70556,56831
Louisiana,LA,Acadia Parish,Columbia,71418,56825,33806
Louisiana,LA,Acadia Parish,Baton Rouge,70802,27257,23598
Louisiana,LA,Acadia Parish,Gonzales,70737,75670,66823
Louisiana,LA,Acadia Parish,Baton Rouge,70808,30554,21012
Louisiana,LA,Acadia Parish,Baton Rouge,70807,50433,41595
Louisiana,LA,Acadia Parish,Baker,70714,54214,41391
Louisiana,LA,Acadia Parish,Baton Rouge,70811,40952,39791
Louisiana,LA,Acadia Parish,Baton Rouge,70812,52243,38643
Louisiana,LA,Acadia Parish,Baton Rouge,70815,73047,69159
Louisiana,LA,Acadia Parish,Baton Rouge,70815,63780,300000
Louisiana,LA,Acadia Parish,Baton Rouge,70815,97376,86575
Louisiana,LA,Acadia Parish,Baton Rouge,70806,53243,42998
Louisiana,LA,Acadia Parish,Haynesville,71038,45347,29175
Louisiana,LA,Acadia Parish,Baton Rouge,70815,45547,35013
Louisiana,LA,Acadia Parish,Baton Rouge,70816,78971,72983
Louisiana,LA,Acadia Parish,Baton Rouge,70808,56454,65948
Louisiana,LA,Acadia Parish,Baton Rouge,70808,66122,300000
Louisiana,LA,Acadia Parish,Baton Rouge,70821,53894,29414
Louisiana,LA,Acadia Parish,Baton Rouge,70807,32789,19278
Louisiana,LA,Acadia Parish,Baker,70714,48974,48339
Louisiana,LA,Acadia Parish,Baton Rouge,70811,76633,300000
Louisiana,LA,Acadia Parish,Greenwell Springs,70739,43016,35476
Louisiana,LA,Acadia Parish,Baton Rouge,70816,70745,63941
Louisiana,LA,Acadia Parish,Logansport,71049,48967,39562
Louisiana,LA,Acadia Parish,Baton Rouge,70817,67653,67280
Louisiana,LA,Acadia Parish,Zachary,70791,78469,300000
Louisiana,LA,Acadia Parish,Baton Rouge,70808,68772,44079
Louisiana,LA,Acadia Parish,Baton Rouge,70802,42508,37533
Louisiana,LA,Acadia Parish,Lake Providence,71254,42522,33265
Louisiana,LA,Acadia Parish,Jackson,70748,47493,24886
Louisiana,LA,Acadia Parish,Clinton,70722,39263,26259
Louisiana,LA,Acadia Parish,Mamou,70554,44906,34134
Louisiana,LA,Acadia Parish,Ville Platte,70586,29743,11537
Louisiana,LA,Acadia Parish,Chataignier,70524,44094,29963
Louisiana,LA,Acadia Parish,Baton Rouge,70808,31583,21610
Louisiana,LA,Acadia Parish,Winnsboro,71295,22506,17112
Louisiana,LA,Acadia Parish,Georgetown,71432,42538,29781
Louisiana,LA,Acadia Parish,Pollock,71467,46853,38129
Louisiana,LA,Acadia Parish,Loreauville,70552,57287,47529
Louisiana,LA,Acadia Parish,New Iberia,70560,56101,63866
Louisiana,LA,Acadia Parish,New Iberia,70563,112179,300000
Louisiana,LA,Acadia Parish,New Iberia,70560,30699,23691
Louisiana,LA,Acadia Parish,New Iberia,70560,36347,29417
Louisiana,LA,Acadia Parish,Plaquemine,70764,51541,40183
Louisiana,LA,Acadia Parish,White Castle,70788,43379,27005
Louisiana,LA,Acadia Parish,Baton Rouge,70898,60503,45401
Louisiana,LA,Acadia Parish,Jonesboro,71251,58861,43680
Louisiana,LA,Acadia Parish,Jonesboro,71251,50208,41456
Louisiana,LA,Acadia Parish,Gretna,70054,65617,50471
Louisiana,LA,Acadia Parish,Metairie,70006,97233,77967
Louisiana,LA,Acadia Parish,Kenner,70065,50220,29990
Louisiana,LA,Acadia Parish,Kenner,70065,90715,65628
Louisiana,LA,Acadia Parish,Kenner,70065,88877,300000
Louisiana,LA,Acadia Parish,Kenner,70065,48808,36916
Louisiana,LA,Acadia Parish,Kenner,70062,37718,35149
Louisiana,LA,Acadia Parish,Metairie,70003,70474,64787
Louisiana,LA,Acadia Parish,Baton Rouge,70808,92158,73438
Louisiana,LA,Acadia Parish,Metairie,70006,66095,300000
Louisiana,LA,Acadia Parish,Gretna,70054,40959,32392
Louisiana,LA,Acadia Parish,Metairie,70005,92173,84894
Louisiana,LA,Acadia Parish,Metairie,70005,90567,84805
Louisiana,LA,Acadia Parish,Metairie,70001,77643,54171
Louisiana,LA,Acadia Parish,Metairie,70003,72149,57748
Louisiana,LA,Acadia Parish,Metairie,70003,83292,300000
Louisiana,LA,Acadia Parish,Kenner,70062,40714,33562
Louisiana,LA,Acadia Parish,River Ridge,70123,62139,50707
Louisiana,LA,Acadia Parish,Harahan,70123,68581,55930
Louisiana,LA,Acadia Parish,Baton Rouge,70811,40169,34740
Louisiana,LA,Acadia Parish,Jefferson,70121,34372,31353
Louisiana,LA,Acadia Parish,Terrytown,70056,33498,22959
Louisiana,LA,Acadia Parish,Gretna,70056,83276,72813
Louisiana,LA,Acadia Parish,Terrytown,70056,44874,27644
Louisiana,LA,Acadia Parish,New Orleans,70113,21474,15203
Louisiana,LA,Acadia Parish,Harvey,70058,22767,15672
Louisiana,LA,Acadia Parish,Marrero,70072,50870,38020
Louisiana,LA,Acadia Parish,Westwego,70094,76154,50753
Louisiana,LA,Acadia Parish,Westwego,70094,42200,23473
Louisiana,LA,Acadia Parish,Jefferson,70094,39036,300000
Louisiana,LA,Acadia Parish,Baton Rouge,70815,78126,61135
Louisiana,LA,Acadia Parish,Harvey,70058,47166,23074
Louisiana,LA,Acadia Parish,Marrero,70072,77189,69472
Louisiana,LA,Acadia Parish,Marrero,70072,83785,300000
Louisiana,LA,Acadia Parish,Lafitte,70067,70388,51783
Louisiana,LA,Acadia Parish,Westwego,70094,42575,34037
Louisiana,LA,Acadia Parish,Lacassine,70650,61847,48543
Louisiana,LA,Acadia Parish,Jennings,70546,43540,19039
Louisiana,LA,Acadia Parish,Jennings,70546,41825,19255
Louisiana,LA,Acadia Parish,Lafayette,70506,68117,38530
Louisiana,LA,Acadia Parish,Scott,70583,37264,25297
Louisiana,LA,Acadia Parish,Baton Rouge,70816,55066,49573
Louisiana,LA,Acadia Parish,Lafayette,70507,22165,13393
Louisiana,LA,Acadia Parish,Lafayette,70501,39053,22570
Louisiana,LA,Acadia Parish,Milton,70558,107765,98333
Louisiana,LA,Acadia Parish,Lafayette,70508,87739,72019
Louisiana,LA,Acadia Parish,Youngsville,70592,107696,94065
Louisiana,LA,Acadia Parish,Lafayette,70503,109375,300000
Louisiana,LA,Acadia Parish,Lafayette,70506,54800,41794
Louisiana,LA,Acadia Parish,Lafayette,70506,63958,45170
Louisiana,LA,Acadia Parish,Scott,70583,53437,34818
Louisiana,LA,Acadia Parish,Carencro,70520,55546,35856
Louisiana,LA,Acadia Parish,Baton Rouge,70810,133754,125074
Louisiana,LA,Acadia Parish,Lafayette,70501,89000,300000
Louisiana,LA,Acadia Parish,Thibodaux,70301,32053,29809
Louisiana,LA,Acadia Parish,Thibodaux,70301,53103,49812
Louisiana,LA,Acadia Parish,Raceland,70394,58407,46249
Louisiana,LA,Acadia Parish,Golden Meadow,70357,62445,54929
Louisiana,LA,Acadia Parish,Lockport,70374,64098,300000
Louisiana,LA,Acadia Parish,Raceland,70394,46754,39151
Louisiana,LA,Acadia Parish,Olla,71465,58059,37826
Louisiana,LA,Acadia Parish,Trout,71371,50122,38926
Louisiana,LA,Acadia Parish,Grambling,71245,39374,31036
Louisiana,LA,Acadia Parish,Baton Rouge,70815,54921,44889
Louisiana,LA,Acadia Parish,Ruston,71270,69877,61090
Louisiana,LA,Acadia Parish,Sorrento,70778,62940,50618
Louisiana,LA,Acadia Parish,Ruston,71270,25905,11929
Louisiana,LA,Acadia Parish,Hammond,70401,54495,37020
Louisiana,LA,Acadia Parish,Watson,70786,80920,69528
Louisiana,LA,Acadia Parish,Walker,70785,61835,53862
Louisiana,LA,Acadia Parish,Denham Springs,70726,68055,54294
Louisiana,LA,Acadia Parish,Denham Springs,70726,63836,53010
Louisiana,LA,Acadia Parish,Maurepas,70449,79061,57753
