state,state_abbv,county,city,zip,Mean,median_household_income
Alabama,AL,Autauga County,Remlap,35133,54667,46471
Alabama,AL,Autauga County,Huntsville,35816,36376,25216
Alabama,AL,Autauga County,Huntsville,35801,79587,66704
Alabama,AL,Autauga County,Huntsville,35802,94067,80758
Alabama,AL,Autauga County,Huntsville,35811,77787,69213
Alabama,AL,Autauga County,Huntsville,35806,116068,109549
Alabama,AL,Autauga County,Madison,35758,97765,93741
Alabama,AL,Autauga County,Dixons Mills,36736,45191,33640
Alabama,AL,Autauga County,Winfield,35594,56133,38275
Alabama,AL,Autauga County,Guntersville,35976,43988,29075
Alabama,AL,Autauga County,Mobile,36603,22203,15085
Alabama,AL,Autauga County,Georgiana,36033,52208,42042
Alabama,AL,Autauga County,Mobile,36603,55238,42454
Alabama,AL,Autauga County,Mobile,36605,46324,36369
Alabama,AL,Autauga County,Mobile,36607,28217,20142
Alabama,AL,Autauga County,Mobile,36608,101118,73032
Alabama,AL,Autauga County,Mobile,36608,0,0
Alabama,AL,Autauga County,Mobile,36693,71008,62620
Alabama,AL,Autauga County,Chickasaw,36611,26337,20116
Alabama,AL,Autauga County,Semmes,36575,48430,44787
Alabama,AL,Autauga County,Mobile,36695,75214,56706
Alabama,AL,Autauga County,Mobile,36619,43982,32163
Alabama,AL,Autauga County,Anniston,36207,59980,40580
Alabama,AL,Autauga County,Prichard,36610,25820,19718
Alabama,AL,Autauga County,Uriah,36480,44326,26777
Alabama,AL,Autauga County,Montgomery,36108,31018,14709
Alabama,AL,Autauga County,Montgomery,36111,54451,38772
Alabama,AL,Autauga County,Montgomery,36108,33100,19480
Alabama,AL,Autauga County,Montgomery,36117,46649,34723
Alabama,AL,Autauga County,Montgmomery,36109,30257,24891
Alabama,AL,Autauga County,Ramer,36069,46816,32820
Alabama,AL,Autauga County,Decatur,35601,23165,14550
Alabama,AL,Autauga County,Decatur,35603,74890,63155
Alabama,AL,Autauga County,Jacksonville,36265,54250,43854
Alabama,AL,Autauga County,Eva,35621,54365,47202
Alabama,AL,Autauga County,Aliceville,35442,34635,23175
Alabama,AL,Autauga County,Woodland,36280,47083,41874
Alabama,AL,Autauga County,Phenix City,36869,39045,30117
Alaska,AK,Kusilvak Census Area,Alakanuk,99554,40008,33347
Alaska,AK,Denali Borough,Anderson,99744,93374,300000
Alaska,AK,North Slope Borough,Barrow,99723,94285,78124
Alaska,AK,Northwest Arctic Borough,Buckland,99727,63175,59795
Alaska,AK,Kusilvak Census Area,Chevak,99563,51011,41718
Alaska,AK,Bethel Census Area,Chuathbaluk,99557,48313,44853
Alaska,AK,Valdez-Cordova Census Area,Copper Center,99573,57085,38571
Alaska,AK,Dillingham Census Area,Dillingham,99576,79728,62878
Alaska,AK,Fairbanks North Star Borough,Eielson Afb,99702,68267,56650
Alaska,AK,Aleutians East Borough,False Pass,99583,71796,300000
Alaska,AK,Kenai Peninsula Borough,Homer,99603,76885,59124
Alaska,AK,Fairbanks North Star Borough,Fairbanks,99709,97802,300000
Alaska,AK,Denali Borough,Healy,99743,95667,91135
Alaska,AK,Yukon-Koyukuk Census Area,Hughes,99745,47031,33763
Alaska,AK,North Slope Borough,Kaktovik,99747,62545,45810
Alaska,AK,Northwest Arctic Borough,Kiana,99749,58463,41209
Alaska,AK,Kodiak Island Borough,Kodiak,99615,74363,60544
Alaska,AK,Bethel Census Area,Kwethluk,99621,55482,44147
Alaska,AK,Ketchikan Gateway Borough,Ketchikan,99901,0,0
Alaska,AK,Bethel Census Area,Mekoryuk,99630,43471,24491
Alaska,AK,Haines Borough,Haines,99827,101864,300000
Alaska,AK,Yukon-Koyukuk Census Area,Allakaket,99720,33847,27223
Alaska,AK,Northwest Arctic Borough,Noatak,99761,65682,51784
Alaska,AK,Kusilvak Census Area,Sheldon Point,99666,58004,300000
Alaska,AK,Petersburg Borough,Petersburg,99833,79191,66964
Alaska,AK,Matanuska-Susitna Borough,Anchorage,99501,77110,84804
Alaska,AK,Prince of Wales-Hyder Census Area,Port Protection,99950,39794,26943
Alaska,AK,Aleutians West Census Area,St. George,99591,67102,300000
Alaska,AK,Northwest Arctic Borough,Selawik,99770,55786,43243
Alaska,AK,Skagway Municipality,Skagway,99840,81352,69886
Alaska,AK,Yukon-Koyukuk Census Area,Stevens Village,99774,20652,17126
Alaska,AK,Yukon-Koyukuk Census Area,Tanana,99777,51237,45813
Alaska,AK,Valdez-Cordova Census Area,Glennallen,99588,0,0
Alaska,AK,Nome Census Area,Unalakleet,99684,73951,64415
Alaska,AK,Southeast Fairbanks Census Area,Delta Junction,99737,242857,300000
Alaska,AK,Aleutians East Borough,Ketchikan,99901,97685,86630
Alaska,AK,Aleutians East Borough,Egegik,99579,62733,50708
Alaska,AK,Aleutians East Borough,Wasilla,99687,84692,82973
Alaska,AK,Aleutians East Borough,Wasilla,99654,95014,86266
Alaska,AK,Aleutians East Borough,Kiana,99749,58546,45462
Alaska,AK,Aleutians East Borough,Tok,99780,54967,45144
Alaska,AK,Aleutians East Borough,Takotna,99675,53751,40060
Alaska,AK,Aleutians East Borough,Anchorage,99508,64869,53765
Alaska,AK,Aleutians East Borough,Chugiak,99567,133300,300000
Alaska,AK,Aleutians East Borough,Eagle River,99577,109312,105321
Alaska,AK,Aleutians East Borough,Anchorage,99501,46024,40752
Alaska,AK,Aleutians East Borough,Anchorage,99504,62940,54003
Alaska,AK,Aleutians East Borough,Anchorage,99504,77951,300000
Alaska,AK,Aleutians East Borough,Anchorage,99508,77947,300000
Alaska,AK,Aleutians East Borough,Anchorage,99501,62693,31880
Alaska,AK,Aleutians East Borough,Anchorage,99517,128395,300000
Alaska,AK,Aleutians East Borough,Anchorage,99508,117755,300000
Alaska,AK,Aleutians East Borough,Anchorage,99508,83006,73337
Alaska,AK,Aleutians East Borough,Anchorage,99508,92042,84964
Alaska,AK,Aleutians East Borough,Anchorage,99504,97885,300000
Alaska,AK,Aleutians East Borough,Anchorage,99507,89946,83403
Alaska,AK,Aleutians East Borough,Anchorage,99503,71733,59794
Alaska,AK,Aleutians East Borough,Anchorage,99517,58345,300000
Alaska,AK,Aleutians East Borough,Anchorage,99502,115266,115283
Alaska,AK,Aleutians East Borough,Anchorage,99502,95568,79940
Alaska,AK,Aleutians East Borough,Anchorage,99518,86400,84689
Alaska,AK,Aleutians East Borough,Anchorage,99507,81726,65511
Alaska,AK,Aleutians East Borough,Anchorage,99515,92426,300000
Alaska,AK,Aleutians East Borough,Anchorage,99507,82394,300000
Alaska,AK,Aleutians East Borough,Anchorage,99517,70573,58231
Alaska,AK,Aleutians East Borough,Anchorage,99516,144635,138010
Alaska,AK,Aleutians East Borough,Girdwood,99587,94928,300000
Alaska,AK,Aleutians East Borough,Bethel,99559,90822,72540
Alaska,AK,Aleutians East Borough,Dillingham,99576,92923,72645
Alaska,AK,Aleutians East Borough,Fairbanks,99701,69802,45653
Alaska,AK,Aleutians East Borough,Fairbanks,99709,61158,300000
Alaska,AK,Aleutians East Borough,Fairbanks,99701,96348,66143
Alaska,AK,Aleutians East Borough,Fairbanks,99709,84823,300000
Alaska,AK,Aleutians East Borough,North Pole,99705,98668,82163
Alaska,AK,Aleutians East Borough,Fairbanks,99701,72074,70536
Alaska,AK,Aleutians East Borough,Anchorage,99507,97038,94845
Alaska,AK,Aleutians East Borough,Hoonah,99829,65020,54682
Alaska,AK,Aleutians East Borough,Juneau,99801,92293,78817
Alaska,AK,Aleutians East Borough,Juneau,99801,81155,67934
Alaska,AK,Aleutians East Borough,Moose Pass,99631,89805,75180
Alaska,AK,Aleutians East Borough,Kenai,99611,66103,60259
Alaska,AK,Aleutians East Borough,Nikolaevsk,99556,56071,42495
Alaska,AK,Aleutians East Borough,Fritz Creek,99603,82980,71183
Alaska,AK,Aleutians East Borough,Ketchikan,99901,75033,64332
Alaska,AK,Aleutians East Borough,Larsen Bay,99624,84545,80106
Alaska,AK,Aleutians East Borough,Saint Mary's,99658,49429,40341
Alaska,AK,Aleutians East Borough,Anchorage,99516,159063,300000
Alaska,AK,Aleutians East Borough,Palmer,99645,89437,79780
Alaska,AK,Aleutians East Borough,Wasilla,99687,81463,78817
Alaska,AK,Aleutians East Borough,Wasilla,99645,78371,78819
Alaska,AK,Aleutians East Borough,Wasilla,99654,93393,77579
Alaska,AK,Aleutians East Borough,Palmer,99645,96211,83667
Alaska,AK,Aleutians East Borough,Nome,99762,96042,86030
Alaska,AK,Aleutians East Borough,Kiana,99749,57070,42202
Alaska,AK,Aleutians East Borough,Petersburg,99833,77876,66727
Alaska,AK,Aleutians East Borough,Metlakatla,99926,69964,48663
Alaska,AK,Aleutians East Borough,Sitka,99835,80041,59519
Alaska,AK,Aleutians East Borough,Fairbanks,99701,57814,41445
Alaska,AK,Aleutians East Borough,Copper Center,99573,50328,32182
Alaska,AK,Aleutians East Borough,Tatitlek,99677,98618,87924
Alaska,AK,Aleutians East Borough,Huslia,99746,40950,29945
Alaska,AK,Aleutians East Borough,Eagle River,99577,100792,97257
Alaska,AK,Aleutians East Borough,Fairbanks,99701,99901,300000
Alaska,AK,Aleutians East Borough,Hoonah,99829,67572,54083
Alaska,AK,Aleutians East Borough,Sterling,99672,81749,70749
Arizona,AZ,Pima County,Sells,85634,58579,11622
Arizona,AZ,Pinal County,Eloy,85131,51765,43020
Arizona,AZ,Mohave County,Littlefield,86432,56286,45147
Arizona,AZ,Cochise County,Bowie,85605,35045,32050
Arizona,AZ,Coconino County,Tuba City,86045,41489,34601
Arizona,AZ,Pima County,Tucson,85739,61934,50113
Arizona,AZ,Navajo County,Chinle,86503,27046,16974
Arizona,AZ,Mohave County,Kingman,86401,104815,300000
Arizona,AZ,Gila County,Globe,85501,112500,300000
Arizona,AZ,Gila County,Globe,85501,172052,226983
Arizona,AZ,Yuma County,Yuma,85364,41087,39081
Arizona,AZ,Gila County,Globe,85501,98549,300000
Arizona,AZ,Navajo County,Polacca,86042,39442,24081
Arizona,AZ,Coconino County,Flagstaff,86001,122937,112343
Arizona,AZ,Maricopa County,Gilbert,85295,94418,84020
Arizona,AZ,Mohave County,Dolan Springs,86441,0,0
Arizona,AZ,Gila County,Winkelman,85292,39634,38040
Arizona,AZ,Navajo County,Holbrook,86025,34976,29443
Arizona,AZ,Navajo County,Kayenta,86033,40895,30296
Arizona,AZ,Navajo County,Kykotsmovi,86039,38972,33678
Arizona,AZ,Mohave County,Littlefield,86432,74202,300000
Arizona,AZ,Pima County,Sells,85634,25541,21778
Arizona,AZ,Mohave County,Dolan Springs,86441,30685,23431
Arizona,AZ,Mohave County,Mohave Valley,86440,49684,66140
Arizona,AZ,Santa Cruz County,Temp,85282,41648,27728
Arizona,AZ,Gila County,Payson,85541,53625,300000
Arizona,AZ,Gila County,Payson,85547,52431,43324
Arizona,AZ,Graham County,Pima,85543,55575,46917
Arizona,AZ,Cochise County,Douglas,85608,23530,16730
Arizona,AZ,Yuma County,Somerton,85350,25662,23397
Arizona,AZ,Gila County,Tonto Basin,85553,39704,300000
Arizona,AZ,Pima County,Green Valley,85614,77054,68043
Arizona,AZ,Pinal County,San Manuel,85631,51403,43469
Arizona,AZ,Navajo County,Second Mesa,86043,38280,31960
Arizona,AZ,Cochise County,Sierra Vista,85635,69646,58812
Arizona,AZ,Apache County,Eagar,85925,45103,30067
Arizona,AZ,Maricopa County,Surprise,85374,55736,44609
Arizona,AZ,Yuma County,Roll,85347,48130,32498
Arizona,AZ,Coconino County,Winslow,86047,30660,21095
Arizona,AZ,Pinal County,Superior,85273,72207,75337
Arizona,AZ,Coconino County,Page,86040,54968,37010
Arizona,AZ,Yavapai County,Cottonwood,86326,56440,45415
Arizona,AZ,Yuma County,Wellton,85356,38080,300000
Arizona,AZ,Pima County,Ajo,85321,56385,28392
Arizona,AZ,Mohave County,Mohave Valley,86440,39957,32358
Arizona,AZ,Yavapai County,Yarnell,85362,36012,27616
Arizona,AZ,Apache County,Gilbert,85298,119002,115886
Arizona,AZ,Apache County,Queen Creek,85242,130704,120267
Arizona,AZ,Apache County,Fountain Hills,85268,50747,44904
Arizona,AZ,Apache County,Morenci,85540,76501,71850
Arizona,AZ,Apache County,Dolan Springs,86441,29436,20190
Arizona,AZ,Apache County,Bullhead City,86442,40865,34773
Arizona,AZ,Apache County,Bullhead City,86439,55714,41559
Arizona,AZ,Apache County,Lake Havasu City,86406,60355,47061
Arizona,AZ,Apache County,Pinon,86510,30932,17769
Arizona,AZ,Apache County,Shonto,86054,40332,26019
Arizona,AZ,Apache County,Lakeside,85929,66618,59716
Arizona,AZ,Apache County,Show Low,85901,46321,33531
Arizona,AZ,Apache County,Tucson,85701,50620,39574
Arizona,AZ,Apache County,Tucson,85716,42399,28401
Arizona,AZ,Apache County,Ehrenberg,85334,0,0
Arizona,AZ,Apache County,Tucson,85713,36960,32166
Arizona,AZ,Apache County,Tucson,85716,29100,24333
Arizona,AZ,Apache County,Tucson,85716,31743,23085
Arizona,AZ,Apache County,Tucson,85711,41993,35025
Arizona,AZ,Apache County,Tucson,85706,42669,33686
Arizona,AZ,Apache County,Tucson,85715,65342,52748
Arizona,AZ,Apache County,Tucson,85748,83575,73008
Arizona,AZ,Apache County,Tucson,85710,111983,96439
Arizona,AZ,Apache County,Vail,85641,85403,74637
Arizona,AZ,Apache County,Corona,85641,71769,61033
Arizona,AZ,Apache County,Sun City,85373,52042,44224
Arizona,AZ,Apache County,Green Valley,85622,81394,74925
Arizona,AZ,Apache County,Green Valley,85614,42482,32855
Arizona,AZ,Apache County,Sahuarita,85629,85037,74059
Arizona,AZ,Apache County,Tucson,85745,78314,73148
Arizona,AZ,Apache County,Tucson,85743,69154,68188
Arizona,AZ,Apache County,Tucson,85705,31177,19089
Arizona,AZ,Apache County,Tucson,85704,61881,56317
Arizona,AZ,Apache County,St Johns,85936,47256,37626
Arizona,AZ,Apache County,Tucson,85704,88549,69164
Arizona,AZ,Apache County,Tucson,85755,117775,108682
Arizona,AZ,Apache County,Tucson,85718,103565,78185
Arizona,AZ,Apache County,Surprise,85387,77691,63984
Arizona,AZ,Apache County,Tucson,85750,102169,78342
Arizona,AZ,Apache County,Tucson,85701,38145,34199
Arizona,AZ,Apache County,Florence,85132,61313,54360
Arizona,AZ,Apache County,Apache Junction,85220,38860,32748
Arizona,AZ,Apache County,Oracle,85623,80766,72414
Arizona,AZ,Apache County,Casa Grande,85222,55664,48531
Arizona,AZ,Apache County,Casa Grande,85222,70255,60392
Arizona,AZ,Apache County,Mesa,85204,79505,68778
Arizona,AZ,Apache County,Picacho,85241,54716,46878
Arizona,AZ,Apache County,Nogales,85621,59894,51629
Arizona,AZ,Apache County,Buckeye,85322,84867,73437
Arizona,AZ,Apache County,Prescott,86305,65618,44963
Arizona,AZ,Apache County,Prescott Valley,86312,42560,35026
Arizona,AZ,Apache County,Bagdad,86321,86089,76057
Arizona,AZ,Apache County,Sedona,86351,75600,64754
Arizona,AZ,Apache County,Yuma,85364,36499,27053
Arizona,AZ,Apache County,Yuma,85364,55147,40948
Arizona,AZ,Apache County,Yuma,85366,50898,38166
Arizona,AZ,Apache County,Yuma,85364,64052,51614
Arizona,AZ,Apache County,San Luis,85349,39969,28252
Arizona,AZ,Apache County,Dateland,85333,0,0
Arizona,AZ,Apache County,El Mirage,85335,61099,53380
Arizona,AZ,Apache County,Fort Defiance,86504,32392,19821
Arizona,AZ,Apache County,Chinle,86503,46921,42521
Arizona,AZ,Apache County,Ganado,86505,26791,15983
Arizona,AZ,Apache County,Ft. Defiance,86504,47873,51174
Arizona,AZ,Apache County,Eagar,85925,53868,41484
Arizona,AZ,Apache County,Bowie,85605,44590,34075
Arizona,AZ,Apache County,Benson,85602,48145,43357
Arizona,AZ,Apache County,Pomerene,85627,54157,44767
Arizona,AZ,Apache County,Tucson,85712,23169,16703
Arizona,AZ,Apache County,Douglas,85607,32972,27002
Arizona,AZ,Apache County,Litchfield Park,85340,74173,57086
Arizona,AZ,Apache County,Hereford,85615,49029,36335
Arizona,AZ,Apache County,Ft Huachuca,85670,0,0
Arizona,AZ,Apache County,Sierra Vista,85635,53945,43561
Arizona,AZ,Apache County,Sierra Vista,85635,63928,52430
Arizona,AZ,Apache County,Sierra Vista,85650,134124,300000
Arizona,AZ,Apache County,Hereford,85615,59741,51034
Arizona,AZ,Apache County,Flagstaff,86004,92626,83296
Arizona,AZ,Apache County,Flagstaff,86004,142894,300000
Arizona,AZ,Apache County,Page,86040,85839,69709
Arizona,AZ,Apache County,Flagstaff,86001,29332,18557
Arizona,AZ,Apache County,Goodyear,85338,57663,50646
Arizona,AZ,Apache County,Winslow,86047,74749,300000
Arizona,AZ,Apache County,Page,86040,59056,43430
Arizona,AZ,Apache County,Flagstaff,86001,64934,54176
Arizona,AZ,Apache County,Kaibeto,86053,68234,50891
Arizona,AZ,Apache County,Tuba City,86045,49567,31114
Arizona,AZ,Apache County,Pine,85544,64766,63662
Arizona,AZ,Apache County,Payson,85541,43664,47662
Arizona,AZ,Apache County,Miami,85539,45393,38206
Arizona,AZ,Apache County,Globe,85501,70289,300000
Arizona,AZ,Apache County,San Carlos,85550,51691,39374
Arizona,AZ,Apache County,Surprise,85379,86779,73302
Arizona,AZ,Apache County,Thatcher,85552,64852,300000
Arizona,AZ,Apache County,Safford,85546,52828,43128
Arizona,AZ,Apache County,Phoenix,85009,68506,51503
Arizona,AZ,Apache County,Thatcher,85552,33315,26187
Arizona,AZ,Apache County,Ehrenberg,85334,38049,31113
Arizona,AZ,Apache County,Parker,85344,27839,21700
Arizona,AZ,Apache County,Cave Creek,85327,76076,49697
Arizona,AZ,Apache County,Surprise,85378,47361,37501
Arizona,AZ,Apache County,Surprise,85374,66648,59411
Arizona,AZ,Apache County,Morristown,85342,67211,56588
Arizona,AZ,Apache County,Surprise,85379,89512,74885
Arizona,AZ,Apache County,Surprise,85387,55960,41234
Arizona,AZ,Apache County,Surprise,85388,100613,300000
Arizona,AZ,Apache County,Surprise,85374,61390,300000
Arizona,AZ,Apache County,Surprise,85374,51719,45707
Arizona,AZ,Apache County,Buckeye,85322,78570,300000
Arizona,AZ,Apache County,Buckeye,85326,64123,300000
Arizona,AZ,Apache County,Buckeye,85326,69209,300000
Arizona,AZ,Apache County,Surprise,85378,35059,24258
Arizona,AZ,Apache County,El Mirage,85335,62587,300000
Arizona,AZ,Apache County,Phoenix,85018,70546,59022
Arizona,AZ,Apache County,Peoria,85382,45443,37353
Arizona,AZ,Apache County,Litchfield Park,85340,75997,300000
Arizona,AZ,Apache County,Litchfield Park,85340,74862,60510
Arizona,AZ,Apache County,Goodyear,85338,57318,300000
Arizona,AZ,Apache County,Glendale,85308,68634,59202
Arizona,AZ,Apache County,Surprise,85374,52098,41769
Arizona,AZ,Apache County,Surprise,85379,68223,59930
Arizona,AZ,Apache County,Surprise,85374,74805,74639
Arizona,AZ,Apache County,Surprise,85379,94206,105508
Arizona,AZ,Apache County,El Mirage,85335,53722,48785
Arizona,AZ,Apache County,Glendale,85031,34126,23244
Arizona,AZ,Apache County,Peoria,85381,41322,33544
Arizona,AZ,Apache County,Avondale,85323,36663,44190
Arizona,AZ,Apache County,Youngtown,85363,46831,36258
Arizona,AZ,Apache County,Peoria,85382,49033,42535
Arizona,AZ,Apache County,Glendale,85306,78406,63072
Arizona,AZ,Apache County,Peoria,85382,97948,90254
Arizona,AZ,Apache County,El Mirage,85335,41673,36883
Arizona,AZ,Apache County,Phoenix,60048,49075,36002
Arizona,AZ,Apache County,Peoria,85345,62982,300000
Arizona,AZ,Apache County,Phoenix,60048,45412,36111
Arizona,AZ,Apache County,Peoria,85345,59615,48725
Arizona,AZ,Apache County,Peoria,85345,50209,40616
Arizona,AZ,Apache County,Phoenix,85037,58722,54288
Arizona,AZ,Apache County,Phoenix,85037,47200,35112
Arizona,AZ,Apache County,Avondale,85323,78317,80080
Arizona,AZ,Apache County,Chandler,85286,69214,68132
Arizona,AZ,Apache County,Tolleson,85353,62737,63854
Arizona,AZ,Apache County,Avondale,85323,45979,36137
Arizona,AZ,Apache County,Glendale,85302,57211,55106
Arizona,AZ,Apache County,Pomerene,85627,59980,53165
Arizona,AZ,Apache County,Glendale,85302,43142,33063
Arizona,AZ,Apache County,Glendale,85302,42951,34439
Arizona,AZ,Apache County,Glendale,85301,31282,24904
Arizona,AZ,Apache County,Phoenix,85037,41141,32904
Arizona,AZ,Apache County,Peoria,85345,48369,45424
Arizona,AZ,Apache County,Glendale,85303,30984,22629
Arizona,AZ,Apache County,Glendale,85307,57968,54131
Arizona,AZ,Apache County,Peoria,85345,52266,39258
Arizona,AZ,Apache County,Glendale,85301,32028,22837
Arizona,AZ,Apache County,Glendale,85301,42559,300000
Arizona,AZ,Apache County,Glendale,85301,47013,48065
Arizona,AZ,Apache County,Phoenix,85032,103743,86769
